service,service_target_file_path,service_target_name,target_commandline,client_id,Customer,Product,platform_family,TimeStamp
,"""C:\Program Files (x86)\Google\GoogleUpdater\149.0.7814.0\updater.exe"" --system --windows-service --service=update-internal",Google Updater Internal Service (GoogleUpdaterInternalService149.0.7814.0),,"['021E4A821BD0F7A6506E23EDCE8BBF6C5B471B88', '0287F79B06FB0AA23DD3E269262E4832AB270D51', '14C7EAC402FE9D5472E71E8FE6EB2D3C84FC68F5', '1C4689CC51E35FE83E85CBF62FC2C8D2EBB0BDF8', '2530FE110703F5C27E2C387D1918C9A9D6CFAF7B', '3BD8639E9FEEEC503E36FB2546B0F37051EFCF80', '4D306D894727954EF0E5A0F95AB0DDD68FEAE679', '51EB91CD682435518F3040929D11D509B8DADCCA', '5CBA308735012462C443BE1AFC53AC9AD82EFFE4', '6E822B668B584CEB07E461AD01F309005DF35F33', '76F260054835928C964D0F26D5F944FDDB6F42ED', '86D42052196CD808A55AA54D81168C910A5454BB', '938200D720F2AEFED61ABEED82053F254F4A04AC', '9CBB2E908085D8E3F22ECD31E7FF9689C4DA67B1', 'A70FF5A03019324938889573EB639F3B0545CDAD', 'AD9A784DE026FCC5BE63827F096430636E334112', 'B809ED5CAF80D5A48C86C374B5F9136BAABEA1B4', 'E45C3ED501F343783E8967D591818B13264E09BE', 'E54F13D6744237CC025A998B72C2C737E0763166', 'E8963A50CA2568BB0CF497EA821BF85CD07C79DD', 'E9765762152D3050A690F27A656B68BEE77A7EFB', 'EFC8353E146C934E0A995E5535E1731A4CBDAC68', 'F0A5C16843FED3281E71B18553998C03FF270300', 'F0D7D51028A9F0BA97043C3EDABA4277C7E8AF63']",['gpbank'],['EDR'],['Standalone Workstation'],1780100314.0
,"""C:\Program Files (x86)\Google\GoogleUpdater\149.0.7814.0\updater.exe"" --system --windows-service --service=update-internal",,,['A62BD6980F2351B74B2995385F28A2900D519CB9'],['npc'],['cym'],[],1780108947.896
,"""C:\Program Files (x86)\Kaspersky Lab\Kaspersky 21.25\avp.exe"" -r",Kaspersky Service 21.25,,"['428123F431EDB28B5876D3032B51E23D44B0589C', '5364426DC9173CB7A604AD541817DA78941EF6E4', '9B3033CD053EB4828DF9BDBDF056803116B4E93D', 'AFCDCF5781B2D0D55A1D55955640AEC5BEF4A40F', 'B51D14035F9D61AD6EAD63B1294C5EF164515CFD', 'E399E8D9880002EE1498F768C476299DD3E3578D']",['vinhlong'],['EDR'],['Standalone Workstation'],1780100405.0
,"""C:\Program Files (x86)\Kaspersky Lab\Kaspersky 21.25\x64\vssbridge64.exe""",Kaspersky Volume Shadow Copy Service Bridge 21.25,,"['428123F431EDB28B5876D3032B51E23D44B0589C', '5364426DC9173CB7A604AD541817DA78941EF6E4', '9B3033CD053EB4828DF9BDBDF056803116B4E93D', 'AFCDCF5781B2D0D55A1D55955640AEC5BEF4A40F', 'B51D14035F9D61AD6EAD63B1294C5EF164515CFD', 'E399E8D9880002EE1498F768C476299DD3E3578D']",['vinhlong'],['EDR'],['Standalone Workstation'],1780100405.0
,"""C:\Program Files (x86)\Kingsoft\office6\wpscloudsvr.exe"" LocalService",WPS Office Cloud Service,,['F01749CECBD2239CB751C6BA4BD3584BF0E3A6B9'],['viettel'],['cym'],[],1780103647.117
,"""C:\Program Files (x86)\Microsoft\Copilot\Application\148.0.3967.70\elevation_service.exe""",Microsoft Copilot Elevation Service (MicrosoftCopilotElevationService),,"['...AND 587 MORE (TRUNCATED)', '000DEB2131233B903899E0B666C63DDD97FAF31E', '00F06BB6A13F2E63C4E7A0D9EE572013D6302369', '010832EC87B2A9EFBA018FA9F56B2315380A7780', '013A2334CEB5BEBA51C64B84067C73B237299F29', '015B2E5EB36A29C0FF68CBBB458C1BA896B99E3D', '01632DEBE1035AD1AC532DF061D4B1B52D0E3280', '01C3DFAC65B1CD922399E88517C8DCEB57CF1328', '03F62BF6CDA81B75F81AA0919D4C8562D10AFDBC', '0410A013FC9CE0F6E53401D404C7559C84335E62', '045FC34C95647D43C2095D245A2CDFE4DD02AC4A', '050FA0E0B9CA167052B78ACA199A684BBF9F745B', '052866DB6AD482F0A7F475102543CDDCFCC4EB17', '0535753C87AF4D081016AF1134C05443FE9E128D', '056BF2D4491C21519A74DD8E2D8B5FAE7DAD6E26', '059D149F4710E385137AB111D63103A6CD87A66C', '05BAAACA3C33C7B318EB3793EE86FA0B06322320', '05F17B329CBDDE930FCF739CC2B233D4F9966F3C', '064EEBD2A203EC74BC254D399DFCD6D9F7D14A1A', '0653D20DBE0811D75921FAB99C5A5D36562CEA38', '07281962C1F26FEC81AE1CA03FF23FC84A433A5F', '07399DFBA186EE97F11F3066285D697CD7B7A2BE', '0743EEC665199A659237861AF6BECED34186B84D', '07A3C35FFBD2CAA53461FC2BB7CBC1E23EDF8B2D', '07CA759DA94A56101E5B81734333511313C817AF', '0836D4FCB58A0637E83A1B160A2706B5856105BB', '085A724E9FFDDE6F7390170E30004C02B5FFA33C', '086017E8158EF164E0A7755E119E52861A045ED5', '0889BB79A06BA299FBC20D89006CABCA6A18D316', '088B910896B818429EF4F958E0A3EFC817FB6A8D', '08A25C881CBE8C45D54BE84A29040A069B71E6FF', '08D0FAFD4FC153FDFBD435E331C575BC0696079C', '092CF604C1FA8B999EAB0C5AB1E10175E9EC576A', '094770A68EF2279CE45500CF95AD27DCBDDDF590', '095958F6C3598ED81D43B831D31751B97E7982DB', '0AB9496645583A8A6E8061F00216D4D7E283D417', '0ACC300B8E41C1328B84E5507C468C6CAFDDC495', '0AFB422681E7D0AFAECA949E567D64F71CDFBC3C', '0B1716ABB740CC020ECB6ED0690795D353CC4A94', '0B53D9944B88B6972839A0549DDF70D224B90292', '0BAF288875D35FEE0F68E919DB1FD06AE0707301', '0BCEEE7EAD1F579C07FACDA831DC9A3E7DA69CB4', '0BD402133A407D756E51221C6C097012ABF25BB3', '0D096F8AE41340821C6C77D144C6A30F6F542736', '0DA03B631EC6BE251FD29787827AFE89A57FBC17', '0EC8AD4D2E23E7375C74AE52BC6E18E538C730B3', '0EC8DB0D515C31F3C5373DF205BB28E4A5CD6259', '0EFCDD0A58F68097E2DE279975F44802136AF4CD', '0F14C35722D249489C87A5B2D12A3000C087C872', '0F1588D5F5239E81B8388E83018A72F1C23302AE', '0F5EE1A004955276A4C56021B6F98FF37E33D4FD', '0FC6BB017C1365FE602786970EC6D70112F9260C', '101913195EB3E795D9A3D3D5E125BC05531ED6DD', '10C07AB83E00EDFC8C41F56B07DBD5F088EB77A6', '112513FE152D99825985F44175472D41D6D76D19', '11ABA75D9A768739829ABF675FFE34C265235164', '11D108E3FEDBDB851EAF688A28D7616059FDD6CB', '11DDCF87F35308E72A6BDC1549C0B6203EC9DFF9', '129065AB7132543C66A4BE81417F5818E9D978A0', '12C6BB13355DE059DEB38B6F952B3F4735AF4075', '135B67358AA6C06734188D17192E486A7584F09D', '135F90A365651BAC0C739BB0BE0C6603D15FA1AD', '137EC46A8BABF35F60FF71A1078F48207398128F', '1382C4D831A882579D392962806480C723AF0B29', '13C218F935448F133D31F07E1444ECF35A8FD25A', '13CF4FFD7232BBA600F0F4B7CD2935C35CFBE3E3', '13EECD5ADEE202250BBF510B34A3245045394DFE', '13F481756B756F7345F74B7A73AB485D9EC399E3', '143357CAB1786C58E129CBC194AE33FC4C020117', '14574CD58C26267A39B5D10EC86F0FE098B59BEE', '145E7FF03CB439F056387A43941A44694D831DAA', '14EE9C694DE8E8E59E83BD1EBA82BC5CA1B7EBD4', '15140BFF01F975343752D3A57519E8C2EB445F68', '152A4A2C69AF6F369E9E99A79D79EB571E303DD4', '152C79F78DF97ED5183E7A911B9520B952816F24', '15350CE827DFB2744F785322DBA64E676FF33113', '15CEE4879FC4359C28B06A1CE112AF24B6996BB3', '1662DFBB9B770A38EBA78AA6ACE807C8C18F1D2F', '1672C5C05BAADAE3127B6DA65EC812FEB4773FF5', '16914527AA3349CC4582925964F544296C13770D', '16EDB6971346FC8E6603FAD5F4D9B8A6C530D09B', '174299F169902218937CD6C0457E85F82B1A5167', '174C742D68CBB933F2A8B9EC5E3394D88BE3D138', '17CA42EE7E6188B58EBE88D69E90B080AA7FEE64', '17CCCDA941D4983D641D61D87B6158BAFBD6CC90', '18D9AC61CE11FD1CD0C4A9D686DFC40028382130', '19E12C8786763A11CAFF5E71C3CB538B6D5A89CD', '19ECBCA26676344EE858CF777D6EAECF102518BB', '1A045E818A67A686EB7E2E6E433D97D84EAA38EA', '1A704A8D8E03D5CD4733041400A990A2BA459843', '1AB377CA56CA86C97E43AC4332BB06008D9717BE', '1C08A667A82F1ED97D48565640064213DE34B911', '1C51538D2D78F7CCF4B632F8A12AA5E6104348A2', '1C5D4F568E53A1F4C23B78F9D41D529F5ACDEAB2', '1C5EA24C0137FD1A91CAFBD0F2AEDF77EF29A29A', '1CF68FC3DEB7AA3DEBDCDC7EED1D10CD51855581', '1D01DA3706AD14A13A8E4678FC2662A5F69D17B1', '1D3EBB03AF53763CBD4A4E905BE36B29BA4DDCB6', '1D9836FF8C7E4B63F458951B77ED41048ED7908E', '1DCE41FE7FE2A8DC17F94AF68FCF6241D4D27116', '1DD9111A2D8E033E8FB5C76BDFF9C85F748FE1DF', '1DEE9EC905B677F4CC01A6819E36A2AEB46A44C6', '1F8BD8633ADDF26737FA5FB7E88050447360EB15', '1FA73C99CF353ECD8AF8882501A92C6A769953EF', '1FB60C7D84F55EF0A43E4CE5A4F4ABE9B12F6B5F', '1FE10D255A03B7F1FBDF8EE31025E6D4A1A539A3', '203E0F983C70C90AB873C9DCEC77E121662C4BBA', '20F49BCA0631B4EBF640BA86253237E28E2C321A', '20F7849E0CAD5F96A7CBE15726F7D6C37B2D1362', '2112B769F9064819D0274B93EF34A3019F2F2A92', '212D0C4FDC75AE7A0F61F75E915E8A8609FD420B', '214032D0677D7492BA5959E9814305C89C33EFA2', '217FAEAF980BE5FD85DDD5033C58ADCC696D3881', '21E879E852B0C77E12CD89A06EBE12D22355384F', '223F78C6CDF8BFE2B84EB76C877629684EE6D1BF', '22489CE77846D1D9DD5723405667E2CE30D57E88', '2271DA7FE861AA30CB8E4B3A75A1B2BF656CCC32', '22E823C0F0A3065A857AB3C819F19DD676A60F0D', '24F999ECACB2070787EB6C5C89EFF278EFF6529C', '2539EAF1BB0018716A2B9731F8180EA9095A3749', '2597E7DF63101A9DE0F5F5F1982A0E1B4AC03809', '25BD8677202842FCE7C86F4914578A7685B5278F', '25D162CEB11AF08BD445DEF95A81869B022485C8', '25E3F7749769F907F95239F5D8D187C4DB43C62D', '263DFC82EA840FB6F05A4A7A9AB2EBDBB938E95F', '2653EA7C74353BF43E71E5BD715B2CFEE2D1DE01', '26BC7221600B304A9ED81FEFBD5D56EA189697DA', '26EE1EA59E86E8385901EACDBD3F7E5443E86381', '277E7EE671DC2E6B4AC4F1F291F963BBE8675765', '27920510C65EA3ABBC9FBCFE9FFE257DBA1860B1', '280654810E4A88336B1A91C923E6A0A203DCCC94', '285F10ED05E579779400291D85A6055DB28EE2CE', '28623ED1A1B9F644FA59C371EE163C0F8298C67A', '28E9299E4A572457105D6458CC5EEBA5E796B702', '28F4849BCEBA49B8790D249BC8D64947CEC667AA', '2909253DA49BA03D30B9ACF87DF4809A3F00659A', '29170DDCF31801F93258E861A55B4FDA63B585E3', '293AE80EF3A38B75AC029BFB8880B4562AD56A17', '2994459CB160AEC35F4E88C2D5E475EBF85D75C4', '29B12F78F49D48974017B8B4D62A9CFD76E17A57', '29D1B08F5E11AB709CEAC92659C93D81A1C89CF7', '2A88096A73777B800710B0F3E60F5458918B35A3', '2A88497F510C5A6FBD494854E800C4346D9F2580', '2A9B079548F0FDF59717D534284B4B91C788559B', '2AACE17CB0447C956D13F9EDF172E82500986CBC', '2AB442048E1788B5FE007B96494D22B7E6C59F7A', '2AFDD5EFB5580C15133D23D920F55421C01D4E3A', '2B0E30DC77F51DB5E25C3FE58D5F5A834E50E9BC', '2B521958D8C6A4E44C893AA36A7EFDE1767DE223', '2B5CB79E9FF7BFCF0C8B80B3B85DA23AF62E81CF', '2BDF14E03E849C7E8D03CEB30921F63F29921E0A', '2C146EFD35EF9699EE5DB93E302DCEAB4DC50E75', '2C6927FC5E57916C9920615A4B4D85BA15DB05D9', '2D0D8C3590CC3DF6140A1DFF44A661B49A550AAA', '2D5F3144C1C2E675E73C84F67051E32D47F25CE9', '2D7E52E135E4F28964E8D3DF3DD04F2C8FEFEF45', '2ECC0A20C05D835DA1BB535025A31C46968B8DBA', '2F1285AB99AFCC9706EAFD6F2F202F39DB6C8F4B', '2F2C5F7C2429B0226B5B87161306786626151948', '2F5C5B0F8534B1A0E4738109F52D55B4EBA5B9BA', '2F9A4E9CB7293E66EAC6D65E9A719E606BE0879E', '2FC55AA2C956BF1002399E975E27ECDE94D9CB27', '3046BB07D992B6B7ABFCFB797AC2A0EA52581B22', '3086B6471F4F72F8D00604BF702A6F01A3986460', '3089D22A8DBC059DABEFC077E4542A7B795FA0F4', '3097C8024112CE100622BC82DD9F0CE39765B00E', '31A58A35A325F8D974C135114FC6B5A4338EB0FD', '3214DD89A0E71D06E80ABA6BBB518EC0533C7F32', '32DDF326EB22707756541D6E2D58738D6750580C', '3367992CA5B7864204B11F7FAF680535E42B157A', '33F0986EC89F2DE090A0DAB236C5DA3142DDA5C5', '341E890C8C855E12A2CCE21D789C535882EA97AE', '345FF4AF989AE8C8E9EC19D40E22988D3BF7D5B1', '349804EF9FF5125C4CC73DF07EC9DB7CE1A7FDEA', '34D405A2955EE00B2361103CF4EAA7B33D5A64CE', '35273B9C6D8AC6E22F79ECC23B707C7DAE67325A', '352F1160AD4D2C4DB81C0A4D755FB3560078A9F5', '354B85FB371A83866C9855A9B091BC32D300050E', '35614EEC94593A11335964EBBA001118B3870FD0', '359DE60C2B22FE149AA5E95C3D8053A07ACFF420', '35C52FF836845E3AA4D4F688E82DA8FD07B26BBF', '36BB23BE2B10241551E04FEAB21A68CB104B4D70', '371CFC0D88AE9121B522946F80394E8E4A924F4C', '3741DE97E6ADE32124BFCE700591443927B13975', '37DFD34999E49909CE746632ED5022262FE00B10', '38157CD6FBBD78F7DB70A9724F15B95621E2844E', '3824F9A4B97E1C7EB1E41106F24C346688070EC9', '38ECA47FAF6D29B6008FA29A11862D6E589D9264', '38F7A897669C5BCC3F973FEB120A125C9C56135B', '398CF5E1806878BD7E2477AEB0C52E239FA0A2E3', '39BBB170DCCE66975D782620F2A3E3D745C85010', '39DD7511F94AFC0A87141574BBF7B691C7895E24', '39FF500164C976EEDB4E3DB0123D41E21F3F533F', '3A4CCB681DDF177D4704708DBF053E952946A1A8', '3A5086D4FAE96CFA8DACDB58788594FF0CD184F9', '3A6AF1F304478F159E9C214F609C845598FAE5BC', '3A7F957C637E3968B0FB1EB815B5A6B0C3018907', '3AE17B2CF25605C74075D3477EFAC0BC5BF10610', '3B221B67B560FD132BBF117C0CA98644DE59DA9F', '3C4B32EDE29C0AE49C56DFC47751DA443ED4B819', '...AND 47 MORE (TRUNCATED)']","['SeaBank', 'VTV', 'gpbank', 'mbs', 'vinhlong', 'vpb']",['EDR'],['Standalone Workstation'],1780099235.0
,"""C:\Program Files (x86)\Microsoft\Copilot\Application\148.0.3967.96\elevation_service.exe""",Microsoft Copilot Elevation Service (MicrosoftCopilotElevationService),,"['0040282D0FD17D92A275C904732A324B82074257', '041D1D26203188E995B5D794B229E657867BC766', '04DB07BC6A5E59121EB8769DDA362D407EF011A6', '09BEF4202018843EDB29312766A4FF578F98103B', '0A7CDECD263C269F9EFAA334B2DE5B8C33D4EC30', '0B01D24AAC1A2C4D7D99AF047673638977DA0B82', '0BE5101152E0E912773FB362D12E54881E99012D', '0C7117DCBE31EA84C1C60DB13963CE87063D1B76', '0ED51B822E11C9F81E592087A45066721EAE3985', '0F63C7FE2CF573AFC9015BD5A4DB1CE086CB9DDE', '12CBA553810D6848A269D4479425DD50E5D67524', '12DD0B9E98129635EEBF14430F6FDA4F709C1222', '1438A4E9F6931446F5B4DDA09D94A6C7B83065F6', '1455E0632F6D2189074FB52D5D843D8374FB2B81', '162DF143F110172694E3951F0AFAACDC151A994E', '16D9FAEADCD74B7CA7BEB5902215FC838080FFDD', '199967A897CDC0C3D56CC38DC33D310AF78CCBC3', '1ACEF19B0BD9FABDC24DE25086D27E94ED2C8ADD', '1D88D0633AF6046BACEDDEC37A234CEAB4038DB7', '1FC5D1F59879B749E83E82C0C65F96EF44B65CEE', '20D89F5258BEF33FB27D925BACF31044C90BD666', '21EA8E85C4FFEE6D375FE0E68F9830B085F3E280', '22D14F7533A8FB069DBBDB10D261E46CE838D3AE', '24CAF6C8C2DC5335798D0A08B3D4D66EE99CA1EB', '258F6B61F48B7E7253F45800B7FE77E7334B5FF7', '28D227B4C3A84269203C8B64DACB704492E9AD3A', '299B2F873A055C9ED9B1478BB8BD8EC120984F57', '2AF655EE532D2F4143A244E07DF847B77D595AE3', '2B735AF06A7069BC27151C3C083AAD6E69EC5BBA', '301ACDCD3BA1E6FAF3C6DB4182CA3C7C7B4C6CA1', '34E1D0D89C2D68F0CA4B912E9DED9EFB587834A6', '35A9062E72060E4C6049B783345FFF9C7DC61176', '3683392D5BFA35BAE0C4C5A02052434D4EF1F7A4', '37134D9DF225984BA00046463CF6E338E8A5853F', '38700FA26C8D336E61507373A6ADCCE678271726', '38E09BCC79BFAD97B58BDC2FEA78874E0F8BEE33', '3AA84F5D4B44054081546C0C957AB4C9B3D011A2', '3ADEC39C8E13AA359964DBDC006E972EF6FD922F', '3CFEC05F339ABC1B15C51081F52D1B290F07DF72', '3DCA1F53DCBE58A38CB1194D6917B16C6E086ECA', '3EB342C19302CBD013A6A22E03F7B5819B98B581', '40E3577175658CB912F41571B136A843BB857B37', '41BB3AF1446E801A18DE1FF656A02079D2E8CE29', '47D2184FF40D1CB4DE063C5FF5DBA22D6A270E84', '4B734D0A5D71C7261CBB4F0D907C88D3B6D9803A', '4C47D8C9CB9076E970B3B01F349AD566FF847240', '4C9D921AFE32F2DA5A4EF87CD19C9FBD276F9FBB', '4CD0A0D80F7D58885274DD3FA170B1A446FCA049', '4E286450C213E2C1FBEFD7378760C47E51DF029D', '4E8D41DFF0B445821992E085FD35458E76FF8536', '511E44E9FAC1B5D22D8BABADB323C2A007C524A5', '529CFC75A242D1B93B4199B854E2C579A29EA1C8', '53BB5008DE4E1B1B2CAC094B2EC43CC7C7C78EE7', '54EF1F1086E907F1A43B41D48A63ABB33F016C0C', '54F6D09379BC30AFE163FF6AF72688081EEC9016', '55AF1697B847EFBB8193752043E0D031529D54CD', '56E642AFABA06CF3E9402DFF2EB79C699B2E12E6', '5DCDC90472AC89AEF64157A3A2B4E03EB0D8529B', '5DE10B4D7387BB899E3FCEAA9121FCC5E1004402', '5F6DBE4CAA6FE741862C0A724884D991CA7D1974', '6038EA7378C4ADADDF572E81EFDB711216F991E6', '609C6BDCCF1A25B4E61936C760EACE8A9C799A5F', '635CFC68DDBD2FACDB85B2760283D6181F9215EC', '63C950E6482D8909C6E177E46BE857FA78B32DA1', '66489C3AF728AD70068401ACC90BFA853C7A790B', '671E97DAC1F88CF2B34E0D64F623D0D74FA7A566', '68EA966163C3F3C929C9383896C48BB0015CEF2C', '69491E19BAD9C2D5E475BB1507F031C9FF48DE27', '69D99CABBA13CDAE1704198F5611604C772E4F9C', '6BB57C78C06BA7624C1CB9E5B89D2078B2C1C077', '709292C49FAD0F283FFF3E9FB4A9E078BBFEDE7A', '744B16244CACD492C3CB27D581BEFB2AA23D343C', '78CEEA41C59EA278F931973890AF4E3A4AF09422', '78F659D92F6818F0B5886F1A03B898067CEEE881', '7A5F907C8E1C238D2E1FF2D2D838CA9637AA760B', '7BA71CAB1B64A2D7E8BA5343FC6C049F47BFFB69', '7C0589488BB87ED4D907EE332C38A8DD5C8D75A0', '8093A8CD14287E98D9F19F438A544105372E0315', '80DCD98AFE09686555EC16B345B251C70969A291', '81EE5F024D5396D2D69986FE05479C3A312B3431', '84860379E22CC6745D397378DCBD92DBE2FD3423', '8522458835A8FCC757C23AFBD315233AE6E2F23B', '85CC0F3CB699E19BF223C98214C30C430AC373EE', '87444D201AE66ECDE91D700451EA596EF4AF2322', '882B819E924BADEB3DF6470004A9D15B34610684', '8859D91F15AFC4EDE8CD4BC841091C9D4320CEF7', '8A00AD05517C20A31B9F384F68E5BCEFA76FD0B6', '8E8A26E824D3352AEF3A21993E29687D1232F15C', '8E94D3A7DDE86C132DEEC259E7400EEA0720BF1F', '947C024631CA9FFE32CB3358C684D0EAA2BFDC8E', '94ACC78CC360F8B3C4B1F07B752FEAD78B558AF4', '94F3977631A8B6AE1205F4ADD5418F52F632B8C2', '9821044D02DAA4D298D603E5224F7CF7D8D3279E', '9981CD80624FD15B52B24C88486454A64371D27B', '9C31BCFEA0A713189E2DB050077F549F4D5C3F6D', '9D8B0FF81418562FFE90E211CD3DE5DF59DADAA1', 'A370D2850F1F62DCB8EA94954DCF6A7A1C6FBB31', 'A7593A8DAC60AAB060FCE1B8486A8C26C689F38F', 'A9661E0AED66E21501BBD0F6A749C587CB7EB93F', 'A9A8A111A8482B2627F2F27AD730B78930671355', 'AA763945801012A3749114F0D3008CA63C64EC08', 'AACAB492BB5F14DEBE21976CEFABB6248C046746', 'ACA3EE68A38C19168EAE7B2481BA88ACAA28BC97', 'AD2A6F85F2141304A239CBC3F6A92098AA394B66', 'ADBB4704FB49FCF2B88FA72F54D171E76AAA6FE7', 'AE3559BE9339FEB9998BC6D35ECCD6B6C14ED184', 'AEAD96A2187649FF035E2A1C52BFB3909F5CCD37', 'AF46785A51C3E0E3BCCA4A9EEEFBF6234F72E399', 'AF6FE1AF7DB5A8B47127C23D967E22F53EE67295', 'B0F838A19A975BDF4EE62602A5796F309296BBF3', 'B387DD7D1DA5624694CE3D0B82EADFDE16B00C5F', 'B54EEA3646A146F3D586956ABA2B05342D6E54C1', 'B61052075FF15C191B96BA34946ACA658FD3FBF9', 'B6A1140170E553638AF79B49D6A47348ED650442', 'B78E00C08DCC81842370E3052ADD43C37E2ED53E', 'B9E3F9DF2D6D3B4CCC82FD9C8B8651B5EB3C9BAF', 'BC750870B8FDACB8E0BFBFCAFEAFE05809F4B8EA', 'BC8E12B9A470E76082CCE4D27C9C84F3FBFF14C3', 'BCA11379CEC8F0CFEB19A8C33795088CC5E405E7', 'C2CE48AE52E47D5B5E13FF2C8E2002635C342356', 'C3610071E8379B65D3E03FD0E0F1132A88189884', 'C444CD578AE54D522D73126A3DC51E6CC8CAEA00', 'C462E7259E6907762267FB52AFD0811B4DDF1D87', 'C6F52B164002BF137FD7E5127B8AEDD3B0192968', 'C89A718CA4C5B6344D37898313EF6CCCA9629EDE', 'C8D98D833894AE4C285C983B41BC3A20F89BF79A', 'C93CE53CDFA9830CC06D0220F0B94876028ECC33', 'CA6056F8EC8A448326D2842F8DB8E6EA55C78C2D', 'CB6EBD69A1A3641C9A71B3EA92B7B9A4B88D02AA', 'CD9635F155FFDC429566F10AA339393103B7E3B3', 'CF068AADADC4D59B97337317EFACED3629EB7315', 'D3049508F3F1DDB30A40FA0659AF3E871D37C14D', 'D401CFD3D4F9FE52B955F036675D2DB09B13054C', 'D65C9A1C467F5742B9DC2D1D1C564F3A30937883', 'D65E67A00C6D9902C7586D9E409A923EAD118174', 'D66132B145DFB6A5FA8915192275BFD53E567F5E', 'D662547359806A0690E6303C67A7439B9766547C', 'D9A3EB42345F78D31396562B9E2C9838B2102E7F', 'DAAF7DFA33391A034FEA6F39D8DB3F1BD15918A5', 'DB46B811E54986F1DFE7CB18E5AABD5103A9AFD0', 'DD398B5AAD78A12A76932A20449A94117DD94DE9', 'E202F5E3AA77B0FA051E3EBD5E524EE2ABEDE41F', 'E2600F836BFEF4C2E0F57C42BC814C42F0FA9F58', 'E77E72921C05C52034653EC11B48706890C240F6', 'EBC2FD2546DB77C092C928BA090CE47FF1B1700E', 'ECE106203633E2E5AF320873C2F3EB85B08C8EE3', 'EEB9D4D842DBD623F89EFA9CFC62367D8099ECF8', 'EEBD180377F7FCFB745FD56299D37E5AD8B1DB34', 'F32845B1B4397CDC0CF592B44A91ED15F5854C2C', 'F4F046729F7745EF4237CE45E69EA4C034184AF6', 'F533140FDCA7E76D7A536694F204A1AB2138D3DD', 'F703592C22438F3EEF0CD9976A6223CCF0794B62', 'FD8E0DA10EA3D88396547FCD76441779AB819EFB']","['SeaBank', 'gpbank', 'mbs', 'vinhlong', 'vpb']",['EDR'],['Standalone Workstation'],1780099666.0
,"""C:\Program Files (x86)\TeamViewer\TeamViewer_Service.exe""",TeamViewer,,['D24AC3471FDE86AD26E914155A84DDBBBE0967D0'],['VTV'],"['EDR', 'cym']",['Standalone Workstation'],1780113120.0
,"""C:\Program Files (x86)\UltraViewer\UltraViewer_Service.exe""",UltraViewer Service,,['050680A9113E02176A9BB7828FE1840F1BE46BE1'],['mbs'],['EDR'],[],1780111369.0
,"""C:\Program Files\Ajiant\VESRecoveryHandler.exe""",Viettel Endpoint Security Recovery Handler,,"['08157D482619E38C215BE7FBB6E2900A894AFAC8', '2C539299AD7A3C9B90F4311E022E6B45BE9E4E94', 'B4424A57E770F72959A0AA7965D407FD15555DC8']",['PVI'],"['EDR', 'cym']",['Standalone Workstation'],1780100581.0
,"""C:\Program Files\Amazon\AmazonCloudWatchAgent\start-amazon-cloudwatch-agent.exe""",Amazon CloudWatch Agent,,"['04330E42175A3454FABEB376CB0E6BFEFF9CBA28', '223E0B7A4773DE6D50ADFBD0DD9AC319F06EAF67', '5F45AFAD8CB7D075F63DFDDDC60D3C3CA2FA681D', '676655DE1ECA1E505EC97F2267ABB28E1E5792F6', '67A613F356981AF901A3344B905A7D657D5650A4', '73712FBAD13CAA5F6814CB9B29B564A4535658C0', 'A853CBA262AAA9EDA827B13FC65ED95AD910FF85', 'A911382CC1122E8E55585FB070D9908C1F6AECA5']","['gpbank', 'vpb']",['EDR'],['Server'],1780106576.0
,"""C:\Program Files\Amazon\AmazonCloudWatchAgent\start-amazon-cloudwatch-agent.exe""",,,['D1622AED4DFCF114E7896D593887EB40D686C185'],['gpbank'],['cym'],[],1780119191.881
,"""C:\Program Files\Bitdefender Agent\redline\bdredline.exe""",Bitdefender Agent RedLine Service,,"['1FE5C4C66B9BCA6037C1961296D7291E0B922FD1', 'C191BC00104FBA85E717BD032126D7340CA40F6D']",['vinhlong'],['EDR'],['Standalone Workstation'],1780108352.0
,"""C:\Program Files\Common Files\Foxit\Foxit PDF Reader\FoxitPDFReaderUpdateService.exe""",Foxit PDF Reader Update Service,,['A17055F41BD4389CF6421AAD4997D67B280BFC25'],['viettel'],['cym'],[],1780115820.797
,"""C:\Program Files\HP\Sure Click\4.4.31.845\servers\BrAXService.exe"" install",HP Sure Click AX Service,,['7C1D0F6DEEE009392F9821680B7F85D40B424F4B'],['VTV'],['EDR'],['Standalone Workstation'],1780107168.0
,"""C:\Program Files\HP\Sure Click\4.4.31.845\servers\BrInstallService.exe"" upgrade",HP Sure Click Install Service,,['7C1D0F6DEEE009392F9821680B7F85D40B424F4B'],['VTV'],['EDR'],['Standalone Workstation'],1780107168.0
,"""C:\Program Files\Intel\SUR\QUEENCREEK\SurSvc.exe""",Intel(R) System Usage Report Service SystemUsageReportSvc_QUEENCREEK,,['A1F604768FDE3EF844EDDE9353DB335ABCECEAB8'],['viettel'],['cym'],[],1780117048.174
,"""C:\Program Files\McAfee\WPS\mok\mc-wps-secdashboardservice.exe""",mc-wps-secdashboardservice,,['45DBCDC87F18F39A8CD601785C8FF5F743BA0E29'],['vinhlong'],['EDR'],['Standalone Workstation'],1780104284.0
